year,cap_round,college_code,college_name,branch_code,branch_name,category,gender_quota,seat_type,stage,closing_merit_no,closing_percentile
2024,3,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,OBC,General,State,I,19635,93.4557596
2024,3,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,SEBC,General,State,I,30760,89.591785
2024,3,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,OPEN,Ladies,State,I,14790,95.054719
2024,3,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,VJ,Ladies,State,I,66354,76.5404634
2024,3,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,SEBC,Ladies,State,I,44066,84.8482325
2024,3,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,OPEN,TFWS,State,I,21632,92.7704421
2024,3,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,EWS,General,State,I,28139,90.5124049
2024,3,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,OPEN,General,State,I,31514,89.3223371
2024,3,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,SC,General,State,I,62783,77.8445199
2024,3,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,VJ,General,State,I,67622,76.1268781
2024,3,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,OPEN,Ladies,State,I,38944,86.7801974
2024,3,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,SC,Ladies,State,I,64534,77.2074577
2024,3,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,ST,Ladies,State,I,48807,83.1469549
2024,3,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,OBC,Ladies,State,I,52116,81.934184
2024,3,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,OPEN,TFWS,State,I,101168,60.6237408
2024,3,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,OPEN,General,State,II,139021,38.8659877
2024,3,01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,OPEN,General,Other,I,79206,71.3988776
2024,3,01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,SC,General,Other,I,92376,65.4406319
2024,3,01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,OBC,General,Other,I,154314,27.4048925
2024,3,01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,OPEN,Ladies,Other,I,88311,67.5033807
2024,3,01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,OBC,Defence,State,I,176930,3.89399
2024,3,01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,OPEN,General,Other,I,19120,93.6711065
2024,3,01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,SC,General,Other,I,51812,82.1493863
2024,3,01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,OBC,General,Other,I,76610,72.5041736
2024,3,01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,OPEN,Ladies,Other,I,30547,89.7106951
2024,3,01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,OPEN,General,Other,I,69351,75.3410409
2024,3,01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,OPEN,General,Other,I,61206,78.5613347
2024,3,01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,SC,General,Other,I,76494,72.5041736
2024,3,01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,OPEN,General,Other,I,72739,73.8893284
2024,3,01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,OPEN,General,Other,I,49988,82.7099252
2024,3,01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,SC,General,Other,I,64393,77.2074577
2024,3,01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,OBC,General,Other,I,58872,79.5235744
2024,3,01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,OPEN,Ladies,Other,I,45392,84.4941393
2024,3,01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,OPEN,Defence,State,I,60809,78.9120215
2024,3,01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,OPEN,TFWS,State,I,132772,43.1231034
2024,3,01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,OPEN,General,Other,I,92373,65.4406319
2024,3,01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,SC,General,Other,I,109477,57.1543272
2024,3,01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,OBC,General,Other,I,101849,60.546705
2024,3,01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,OPEN,Ladies,Other,I,153158,27.9969458
2024,3,01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,OPEN,Defence,State,I,97424,63.0701676
2024,3,01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,OBC,Defence,State,I,161074,21.3531102
2024,3,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,OPEN,General,Other,I,19278,93.6359026
2024,3,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,SC,General,Other,I,53038,81.7098306
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,OPEN,General,State,I,80173,70.8722936
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,OBC,General,State,I,81637,70.4092512
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,OPEN,Ladies,State,I,63277,77.8250739
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,OPEN,Defence,State,I,54477,81.1614491
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,OPEN,TFWS,State,I,147090,32.8344132
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,OPEN,General,State,I,24454,91.8342241
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,ST,General,State,I,127179,46.3828235
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,OBC,General,State,I,26481,91.1978661
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,SEBC,General,State,I,65016,76.933232
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,OPEN,Ladies,State,I,20972,93.0070517
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,SC,Ladies,State,I,26699,91.0655077
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,SEBC,Ladies,State,I,70958,74.6830629
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,EWS,General,State,I,31340,89.3907269
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,OPEN,General,State,I,31007,89.4907774
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,ST,General,State,I,146271,33.5585964
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,NT1,General,State,I,47563,83.639399
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,SEBC,General,State,I,88687,67.294477
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,OPEN,Ladies,State,I,30386,89.778798
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,ST,Ladies,State,I,135907,40.99476
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,NT3,Ladies,State,I,76783,72.3242844
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,OBC,Ladies,State,I,31512,89.3223371
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,EWS,General,State,I,80349,70.8722936
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,OPEN,General,State,I,43336,85.2125768
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,SC,General,State,I,52094,81.9801476
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,NT3,General,State,I,74657,73.3652047
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,OBC,General,State,I,45284,84.5114907
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,SEBC,General,State,I,96073,63.2687832
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,OPEN,Ladies,State,I,39011,86.7139959
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,ST,Ladies,State,I,40338,86.1764583
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,OBC,Ladies,State,I,107955,57.3310702
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,SEBC,Ladies,State,I,91074,65.8812284
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526710,Computer Science and Engineering (IoT),OBC,General,State,I,48778,83.1983982
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526710,Computer Science and Engineering (IoT),OPEN,Ladies,State,I,32813,88.9034341
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110537210,Electronics and Telecommunication Engg,OPEN,General,State,I,47768,83.5806009
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110537210,Electronics and Telecommunication Engg,ST,General,State,I,167629,15.1214416
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110537210,Electronics and Telecommunication Engg,VJ,General,State,I,84133,69.2652564
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110537210,Electronics and Telecommunication Engg,OBC,General,State,I,50517,82.6959019
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110537210,Electronics and Telecommunication Engg,OPEN,Ladies,State,I,47580,83.639399
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110537210,Electronics and Telecommunication Engg,SEBC,Ladies,State,I,79171,71.3988776
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110561210,Mechanical Engineering,OPEN,General,State,I,84136,69.2652564
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110561210,Mechanical Engineering,SC,General,State,I,89721,66.4751458
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110561210,Mechanical Engineering,ST,General,State,I,117480,52.2046883
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110561210,Mechanical Engineering,VJ,General,State,I,87145,67.8440824
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110561210,Mechanical Engineering,OBC,General,State,I,85336,68.4785771
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110561210,Mechanical Engineering,SEBC,General,State,I,110064,56.9588351
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110561210,Mechanical Engineering,OPEN,Ladies,State,I,121162,50.6004122
2024,3,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110561210,Mechanical Engineering,SC,Ladies,State,I,87127,67.8440824
2024,3,01107,"P. R. Pote Patil College of Engineering & Management, Amravati",0110724210,Computer Science and Engineering,OPEN,General,State,I,38240,86.8966951
2024,3,01107,"P. R. Pote Patil College of Engineering & Management, Amravati",0110724210,Computer Science and Engineering,SC,General,State,I,51856,82.0158422
2024,3,01107,"P. R. Pote Patil College of Engineering & Management, Amravati",0110724210,Computer Science and Engineering,ST,General,State,I,84819,68.9053056
2024,3,01107,"P. R. Pote Patil College of Engineering & Management, Amravati",0110724210,Computer Science and Engineering,OBC,General,State,I,38272,86.8966951
2024,3,01107,"P. R. Pote Patil College of Engineering & Management, Amravati",0110724210,Computer Science and Engineering,SC,Ladies,State,I,46447,84.0259309
2024,3,01107,"P. R. Pote Patil College of Engineering & Management, Amravati",0110724210,Computer Science and Engineering,OBC,Ladies,State,I,16199,94.5996586
2024,3,01107,"P. R. Pote Patil College of Engineering & Management, Amravati",0110724210,Computer Science and Engineering,OPEN,PWD,State,I,61421,78.4440843
2024,3,01107,"P. R. Pote Patil College of Engineering & Management, Amravati",0110729310,Electrical Engineering,OPEN,General,State,I,67775,76.0337773
2024,3,01107,"P. R. Pote Patil College of Engineering & Management, Amravati",0110729310,Electrical Engineering,SEBC,General,State,I,91255,65.8812284
2024,3,01107,"P. R. Pote Patil College of Engineering & Management, Amravati",0110729310,Electrical Engineering,EWS,General,State,I,157308,24.4231968
2024,3,01107,"P. R. Pote Patil College of Engineering & Management, Amravati",0110737210,Electronics and Telecommunication Engg,OPEN,General,State,I,55055,80.9741447
2024,3,01107,"P. R. Pote Patil College of Engineering & Management, Amravati",0110737210,Electronics and Telecommunication Engg,SC,General,State,I,73260,73.7956676
2024,3,01107,"P. R. Pote Patil College of Engineering & Management, Amravati",0110737210,Electronics and Telecommunication Engg,NT3,General,State,I,77621,72.1239122
2024,3,01107,"P. R. Pote Patil College of Engineering & Management, Amravati",0110791110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),NT1,General,State,I,66645,76.4789025
2024,3,01107,"P. R. Pote Patil College of Engineering & Management, Amravati",0110791110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),OPEN,Ladies,State,I,53242,81.658825
2024,3,01107,"P. R. Pote Patil College of Engineering & Management, Amravati",0110791110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),SC,Ladies,State,I,53478,81.4941569
2024,3,01107,"P. R. Pote Patil College of Engineering & Management, Amravati",0110791110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),OPEN,TFWS,State,I,38859,86.803005
2024,3,01107,"P. R. Pote Patil College of Engineering & Management, Amravati",0110791110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),EWS,General,State,I,105519,59.3445914
2024,3,01107,"P. R. Pote Patil College of Engineering & Management, Amravati",0110799510,Artificial Intelligence and Data Science,OPEN,General,State,I,44138,84.8307457
2024,3,01107,"P. R. Pote Patil College of Engineering & Management, Amravati",0110799510,Artificial Intelligence and Data Science,ST,General,State,I,144536,34.805294
2024,3,01107,"P. R. Pote Patil College of Engineering & Management, Amravati",0110799510,Artificial Intelligence and Data Science,VJ,General,State,I,99689,62.2534756
2024,3,01107,"P. R. Pote Patil College of Engineering & Management, Amravati",0110799510,Artificial Intelligence and Data Science,OPEN,Defence,State,I,92182,65.5460439
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111419110,Civil Engineering,OPEN,General,State,I,80221,70.8722936
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111419110,Civil Engineering,SC,General,State,I,84625,69.0659616
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111419110,Civil Engineering,SEBC,General,State,I,89937,66.4751458
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111419110,Civil Engineering,OPEN,Ladies,State,I,99163,62.7875345
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111419110,Civil Engineering,ST,Ladies,State,I,174949,6.3063439
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111419110,Civil Engineering,OPEN,General,State,II,166341,16.1364215
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111424210,Computer Science and Engineering,OPEN,General,State,I,41761,85.5759641
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111424210,Computer Science and Engineering,ST,General,State,I,158731,22.974757
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111424210,Computer Science and Engineering,VJ,General,State,I,53709,81.3894523
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111424210,Computer Science and Engineering,OBC,General,State,I,44686,84.6087386
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111424210,Computer Science and Engineering,OPEN,Ladies,State,I,32027,89.2149834
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111424210,Computer Science and Engineering,SC,Ladies,State,I,43545,85.1704164
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111424610,Information Technology,OPEN,General,State,I,45931,84.2430574
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111424610,Information Technology,SC,General,State,I,67145,76.2466193
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111424610,Information Technology,ST,General,State,I,143683,35.3791065
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111424610,Information Technology,NT3,General,State,I,97858,62.8733646
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111424610,Information Technology,OBC,General,State,I,46572,83.9659115
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111424610,Information Technology,SEBC,General,State,I,86812,67.8622856
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111424610,Information Technology,OPEN,Ladies,State,I,46906,83.752973
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111424610,Information Technology,SEBC,Ladies,State,I,108364,57.2537563
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111424610,Information Technology,OPEN,Defence,State,I,81810,70.4092512
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111437210,Electronics and Telecommunication Engg,OPEN,General,State,I,60599,78.9173428
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111437210,Electronics and Telecommunication Engg,NT3,General,State,I,98138,62.8351694
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111437210,Electronics and Telecommunication Engg,OBC,General,State,I,61383,78.4507504
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111437210,Electronics and Telecommunication Engg,SEBC,General,State,I,90329,66.1855163
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111437210,Electronics and Telecommunication Engg,OPEN,Ladies,State,I,57757,79.9360013
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111437210,Electronics and Telecommunication Engg,NT2,Ladies,State,I,73627,73.7743452
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111437210,Electronics and Telecommunication Engg,OPEN,PWD,State,I,159489,22.4081803
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111461210,Mechanical Engineering,OPEN,General,State,I,83771,69.4683908
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111461210,Mechanical Engineering,SC,General,State,I,94772,63.9612515
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111461210,Mechanical Engineering,NT2,General,State,I,91224,65.8812284
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111461210,Mechanical Engineering,SC,Ladies,State,I,118324,52.0276576
2024,3,01114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",0111461210,Mechanical Engineering,VJ,Ladies,State,I,172513,9.5359294
2024,3,01116,"Shri Shivaji Education Society's College of Engineering and Technology, Akola",0111619110,Civil Engineering,OPEN,General,Other,I,144545,34.805294
2024,3,01116,"Shri Shivaji Education Society's College of Engineering and Technology, Akola",0111619110,Civil Engineering,OBC,General,Other,I,145964,33.6953839
2024,3,01116,"Shri Shivaji Education Society's College of Engineering and Technology, Akola",0111624210,Computer Science and Engineering,OPEN,General,Other,I,81187,70.5008347
2024,3,01116,"Shri Shivaji Education Society's College of Engineering and Technology, Akola",0111624210,Computer Science and Engineering,OPEN,Ladies,Other,I,46865,83.752973
2024,3,01116,"Shri Shivaji Education Society's College of Engineering and Technology, Akola",0111624210,Computer Science and Engineering,OPEN,General,Other,I,93749,65.0377535
2024,3,01116,"Shri Shivaji Education Society's College of Engineering and Technology, Akola",0111624210,Computer Science and Engineering,OPEN,Ladies,Other,I,147950,32.0977394
2024,3,01116,"Shri Shivaji Education Society's College of Engineering and Technology, Akola",0111624210,Computer Science and Engineering,OPEN,General,Other,I,68283,75.7359803
2024,3,01116,"Shri Shivaji Education Society's College of Engineering and Technology, Akola",0111624610,Information Technology,OPEN,General,Other,I,115921,53.7424491
2024,3,01116,"Shri Shivaji Education Society's College of Engineering and Technology, Akola",0111624610,Information Technology,OBC,General,Other,I,131085,44.3676458
2024,3,01116,"Shri Shivaji Education Society's College of Engineering and Technology, Akola",0111624610,Information Technology,OPEN,Ladies,Other,I,72032,74.3614357
2024,3,01117,"Janata Shikshan Prasarak Mandal’s Babasaheb Naik College Of Engineering, Pusad",0111724210,Computer Science and Engineering,OPEN,General,Other,I,107196,57.9919409
2024,3,01117,"Janata Shikshan Prasarak Mandal’s Babasaheb Naik College Of Engineering, Pusad",0111724210,Computer Science and Engineering,OBC,General,Other,I,124089,48.6637821
2024,3,01117,"Janata Shikshan Prasarak Mandal’s Babasaheb Naik College Of Engineering, Pusad",0111724210,Computer Science and Engineering,OBC,Defence,State,I,57473,80.003358
2024,3,01117,"Janata Shikshan Prasarak Mandal’s Babasaheb Naik College Of Engineering, Pusad",0111724210,Computer Science and Engineering,OPEN,TFWS,State,I,115278,53.8203081
2024,3,01117,"Janata Shikshan Prasarak Mandal’s Babasaheb Naik College Of Engineering, Pusad",0111761210,Mechanical Engineering,SC,General,Other,I,149045,31.3198919
2024,3,01117,"Janata Shikshan Prasarak Mandal’s Babasaheb Naik College Of Engineering, Pusad",0111761210,Mechanical Engineering,SC,General,Other,I,172124,9.6685964
2024,3,01119,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali",0111924210,Computer Science and Engineering,OPEN,General,Other,I,97221,63.0701676
2024,3,01119,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali",0111924210,Computer Science and Engineering,OPEN,Ladies,Other,I,98572,62.795808
2024,3,01119,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali",0111924210,Computer Science and Engineering,OPEN,General,Other,I,59775,79.1318865
2024,3,01119,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali",0111924210,Computer Science and Engineering,OPEN,Ladies,Other,I,61228,78.4507504
2024,3,01119,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali",0111937210,Electronics and Telecommunication Engg,OPEN,Ladies,Other,I,156823,24.7657909
2024,3,01119,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali",0111961210,Mechanical Engineering,OPEN,General,Other,I,125655,47.6302148
2024,3,01119,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali",0111961210,Mechanical Engineering,OBC,General,Other,I,127805,46.3188381
2024,3,01119,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali",0111961210,Mechanical Engineering,OPEN,General,Other,I,146540,33.099972
2024,3,01121,"Shri Hanuman Vyayam Prasarak Mandals College of Engineering & Technology, Amravati",0112124210,Computer Science and Engineering,OPEN,General,Other,I,63766,77.7634641
